number_of_shards,number_of_slices_per_shard,original_sisa_setup_runtime_seconds,original_sisa_test_accuracy,original_sisa_test_auroc,deletion_runtime_min_seconds,deletion_runtime_max_seconds,affected_shards_min,affected_shards_max,test_accuracy_min,test_accuracy_max,forget_wasserstein_min,forget_wasserstein_max,mia_status,main_limitation
5,5,11.92857233399991,0.8463218233929303,0.9007869742392507,7.082371710217558,8.836169457994401,5,5,0.8408625631226969,0.8460488603794186,0.025683260872308274,0.06828543289092348,inconclusive,"SISA is an ensemble of shard models, while the baseline and full-retraining reference are single MLPs."
