scenario,forget_size,forget_percentage,method,seed,test_accuracy,test_precision,test_recall,test_f1,test_auroc,test_loss,retain_loss,delta_accuracy,delta_recall,delta_f1,delta_auroc,delta_test_loss,test_agreement_retrain,test_probability_mad,forget_ks_statistic,forget_ks_pvalue,forget_wasserstein,forget_mean_loss_gap,forget_probability_mad,forget_agreement_retrain,original_retrain_forget_ks,original_retrain_forget_ks_pvalue,original_retrain_forget_wasserstein,mia_auroc,mia_attack_advantage,mia_auc_ci_low,mia_auc_ci_high,mia_positive_control_auc,mia_positive_control_valid,mia_interpretation,mia_auc_bootstrap_std,runtime_seconds,optimizer_steps
s1_random_1_percent,342,0.010003217409108194,retain_finetuning,42,0.8583321959874437,0.7460426703372333,0.6183685111237878,0.6762320648783531,0.9097705998287626,0.31230428814888,0.29705843329429626,0.0005459260270233024,-0.00342270393610955,-0.0003663212172396735,-8.473863350966226e-05,0.00022220611572265625,0.9899003685000682,0.010495507,0.029239766081871343,0.9986297278505524,0.010665477661971463,0.0070700347,0.011010094,0.9883040935672515,0.03508771929824561,0.9846787309559571,0.01511153897232438,0.492493416777812,0.015013166444376003,0.4540307274033035,0.5330795159194283,0.489902229451175,False,inconclusive,0.02166457761645467,7.865476207924075,3174
s2_random_5_percent,1709,0.04998683787183012,retain_finetuning,42,0.8560120103725946,0.7367706919945726,0.6195094124358242,0.6730709637434149,0.9095982570040881,0.3126089870929718,0.2979563772678375,-0.0004094445202674768,-0.0062749572162008604,-0.0028378471007008965,0.0002387623574614528,-0.00038060545921325684,0.983485737682544,0.011196007,0.01579871269748391,0.983361434100525,0.00970952140059456,0.0079597235,0.011668878,0.9865418373317729,0.015213575190169689,0.9890271430485175,0.00862177540444608,0.5059090670977077,0.01181813419541533,0.4892663645909978,0.5252688670895589,0.489902229451175,False,inconclusive,0.009346131129539505,6.13723312492948,2540
s3_simulated_data_provider_withdrawal,1698,0.04966509696101085,retain_finetuning,42,0.8576497884536646,0.7388963660834454,0.6263548203080433,0.6779870330348873,0.9099190971200941,0.31222715973854065,0.2955058813095093,0.0016377780810700182,0.02110667427267543,0.010061316950530919,-0.0002239228624628664,0.0003968477249145508,0.9855329602838815,0.013767166,0.021790341578327443,0.8151146043300879,0.007488334805315116,0.004213065,0.014123965,0.9870435806831567,0.02061248527679623,0.8636360614258392,0.013180901643351724,0.4980991632919488,0.00380167341610238,0.47933683759456497,0.5170329562181517,0.489902229451175,False,inconclusive,0.01032454046094221,10.81638837500941,4064
s4_random_10_percent,3419,0.10000292491737109,retain_finetuning,42,0.8575133069469087,0.7377598926894702,0.6274957216200798,0.6781750924784217,0.9096726591617711,0.3125244677066803,0.2964017391204834,0.002047222601337606,0.003422703936109439,0.004322305290248019,0.00023477104501357093,-0.00023183226585388184,0.9864883308311724,0.015659735,0.015501608657502193,0.8059910689758804,0.013696037154744968,0.006903112,0.015063384,0.9836209417958467,0.011991810470897923,0.9665989406325223,0.014658233475046528,0.5021881488962674,0.004376297792534789,0.48977935313396287,0.5139321121640069,0.489902229451175,False,inconclusive,0.006620839867246765,8.601153208990581,3367
s5_retention_expiry,5585,0.1633566351750563,retain_finetuning,42,0.857240343933397,0.7399864222674813,0.6217912150598973,0.675759454432734,0.9096462550948081,0.31261757016181946,0.2822810113430023,0.0009553705472907792,0.01882487164860236,0.008250771136238844,0.0012097770370995686,-0.0016687512397766113,0.9856694417906374,0.013607142,0.021307072515666964,0.15836457312013089,0.026614033873453496,0.02272287,0.02775809,0.9604297224709042,0.035452103849597134,0.0017870094515671819,0.038242830491571414,0.594357007234976,0.18871401446995195,0.584672839946493,0.6040068077862353,0.489902229451175,False,inconclusive,0.005217287013226049,5.558269084081985,2235
