seed,accuracy,positive_class_precision,positive_class_recall,f1_score,predictive_auroc,test_loss
42,0.8560120103725946,0.7336010709504686,0.6252139189960069,0.6750846935632892,0.9096566939119795,0.31255315462244204
43,0.8576497884536646,0.7598828696925329,0.5921277809469481,0.6655979480602757,0.9100307515272912,0.31153476320222084
44,0.8587416405077112,0.7528169014084507,0.609811751283514,0.6738102741884652,0.9101354467230403,0.31186469278758894
