seed,best_epoch,best_val_loss,epochs_run,runtime_seconds,early_stopping_triggered
42,10,0.3010408529127487,13,7.970388833025936,True
43,9,0.30119400627457504,12,6.786670707981102,True
44,13,0.30072097234181816,16,9.03121912496863,True
