scenario,method,ks_d_before,ks_d_after,ks_d_improvement,ks_p_value_after,probability_mae_before,probability_mae_after,probability_mae_improvement,prediction_agreement_after,absolute_bce_difference_after,absolute_confidence_difference_after,forget_rows,probability_mae_percentage_change,probability_mae_after_ci_lower,probability_mae_after_ci_upper,probability_mae_improvement_ci_lower,probability_mae_improvement_ci_upper,valid_repetitions,membership_attack_auc_before,membership_attack_auc_after,membership_attack_auc_reference,result_label
s1_recipient_withdrawal,retain_set_finetuning,0.030952380952380953,0.06666666666666667,-0.03571428571428571,0.30840806266233034,0.0035714223,0.004436474,-0.0008650515,0.9857142857142858,0.0055394652173639605,0.0034593139974666842,420,-24.221485,0.0032369489141274243,0.00577069983119145,-0.0015019689570181071,-0.0002751731139142072,500,0.4969606009070294,0.49704903628117914,0.4973723072562358,worsened
s2_living_donor_withdrawal,retain_set_finetuning,0.07238095238095238,0.08238095238095237,-0.009999999999999995,1.2763354099545206e-06,0.0033371223,0.0037961456,-0.0004590233,0.9909523809523809,0.0029006825717757118,0.0019120881535179546,2100,-13.755063,0.0032065486535429954,0.004543044453021138,-0.0006497886963188649,-0.0002978631586302072,500,0.49820003401360546,0.4984220975056689,0.498436768707483,worsened
s3_hospital_withdrawal,retain_set_finetuning,0.026904761904761904,0.008809523809523809,0.018095238095238095,0.9968046283495671,0.005068891,0.0049976762,7.121498e-05,0.9811904761904762,0.005950039970622323,0.0010458735485389115,4200,1.4049419,0.00438932899851352,0.005588246486149728,-9.686987614259123e-05,0.00022696146043017502,500,0.5075372831632653,0.5077213123582767,0.5072797619047619,mixed
s4_invalid_consent,retain_set_finetuning,0.025,0.055,-0.03,6.042145775720181e-06,0.0054081473,0.0055902186,-0.00018207124,0.98,0.004993624206424754,0.003994495610545767,4200,-3.36661,0.005036645196378231,0.006204754090867936,-0.0003865200211293995,2.3967516608536145e-05,500,0.5010195606575965,0.5002892899659864,0.49711227607709746,mixed
s5_retention_expiry,retain_set_finetuning,0.016031746031746032,0.025873015873015874,-0.009841269841269842,0.029472624384605243,0.0057381047,0.005675475,6.262958e-05,0.9820634920634921,0.005140440764399665,0.0016121397471972054,6300,1.0914681,0.00523672349518165,0.006217858579475433,-9.633544832468032e-05,0.00020554525544866917,500,0.5110660985134794,0.5121716861929957,0.5085625629881582,mixed
