scenario,method_runtime_seconds,full_retraining_runtime_seconds,seconds_saved,speed_up_full_over_method,method_epochs
s1_recipient_withdrawal,1.417933417018503,36.94112924998626,35.52319583296776,26.052795432145604,8
s2_living_donor_withdrawal,1.6431759169790894,28.041029500076547,26.397853583097458,17.065141480182362,8
s3_hospital_withdrawal,2.1205216250382364,26.190132166957483,24.069610541919246,12.350797019806498,8
s4_invalid_consent,1.8662250828929245,28.528546083020046,26.662321000127122,15.286765966512778,8
s5_retention_expiry,2.6356202501337975,22.477784916060045,19.842164665926248,8.528461152519586,8
