epoch,forget_bce,retained_validation_bce
1,0.5484406893903558,0.5426447369007336
2,0.5503820122191401,0.5428054362078105
3,0.547799728585012,0.5429820295709127
4,0.5478109897989215,0.54341489778771
5,0.551204931103822,0.5439990099402862
