epoch,forget_bce,retained_validation_bce
1,0.5546630766986854,0.5436135473512265
2,0.5554495592956203,0.5437996379132826
3,0.5565842583695075,0.5442007214381036
4,0.5597554303021914,0.5451324148973349
5,0.5604665076100437,0.5468207149429773
