scenario,display_name,method,learning_rate,retain_weight,epoch,forget_train_loss,retain_train_loss,objective,forget_loss,forget_loss_change,validation_loss,validation_accuracy,validation_f1,validation_balanced_accuracy,validation_auroc,selection_valid,validation_safety_score,cumulative_optimizer_steps,runtime_seconds,scenario_seed,candidate_method,candidate_learning_rate,candidate_retain_weight
s4_random_10_percent,Random 10%,NegGrad+,5e-05,0.1,3,0.3041311794291047,0.31149227779906685,-0.272981951331911,0.2982676082638559,0.0009657462705259245,0.30117333892945414,0.8603603603603603,0.6887739580164284,0.7868083209025998,0.9165413698533666,True,-0.0,42,0.23518579197116196,945,NegGrad+,5e-05,0.1
s4_random_10_percent,Random 10%,NegGrad+,5e-05,0.5,1,0.3032732060880262,0.304006237738242,-0.15127008721890522,0.2975269701265389,0.00022510813320891776,0.3010199941591002,0.8607698607698607,0.6880733944954128,0.7857089264523998,0.9165845144705408,True,-0.0,14,0.07971704099327326,945,NegGrad+,5e-05,0.5
s4_random_10_percent,Random 10%,NegGrad+,5e-05,0.5,2,0.3021525559752404,0.2990583707781415,-0.1526233705861696,0.2977960781417907,0.0004942161484607355,0.3009903775174664,0.8611793611793612,0.6883236285626724,0.7855870672193135,0.9165886088588848,True,-0.0,28,0.15801170689519495,945,NegGrad+,5e-05,0.5
s4_random_10_percent,Random 10%,NegGrad+,5e-05,0.5,3,0.300649628997651,0.31397831646557195,-0.14366047076486502,0.29807354160727517,0.0007716796139451976,0.30098693324606374,0.8618618618618619,0.6895705521472393,0.7862311656856682,0.9165812389598657,True,-0.0,42,0.24157599883619696,945,NegGrad+,5e-05,0.5
s5_retention_expiry,Simulated Retention Expiry,NegGrad,1e-05,0.0,1,0.383191067882169,0.0,-0.383191067882169,0.3792163623318463,9.991862780300842e-05,0.3010613183701198,0.8609063609063609,0.6882838788620373,0.7857986447369862,0.9165671133200791,True,-0.0,22,0.08011562493629754,946,NegGrad,1e-05,0.0
s5_retention_expiry,Simulated Retention Expiry,NegGrad,1e-05,0.0,2,0.38597202939227315,0.0,-0.38597202939227315,0.3793615468720186,0.0002451031679753246,0.30110060655286397,0.8614523614523615,0.6900763358778625,0.7871350530924455,0.9165541136370873,True,-0.0,44,0.15845216694287956,946,NegGrad,1e-05,0.0
s5_retention_expiry,Simulated Retention Expiry,NegGrad,1e-05,0.0,3,0.3858247383375091,0.0,-0.3858247383375091,0.3794818051979813,0.0003653614939380101,0.3011307523382709,0.8614523614523615,0.6902654867256637,0.7873305601358682,0.9165410115943866,True,-0.0,66,0.2345074589829892,946,NegGrad,1e-05,0.0
s5_retention_expiry,Simulated Retention Expiry,NegGrad,5e-05,0.0,1,0.38531383537456404,0.0,-0.38531383537456404,0.37960692381047734,0.0004904801064340436,0.30115987398310046,0.8613158613158614,0.6902439024390243,0.7874363488947045,0.9165203349332497,True,-0.0,22,0.07788975001312792,946,NegGrad,5e-05,0.0
s5_retention_expiry,Simulated Retention Expiry,NegGrad,5e-05,0.0,2,0.3846038418149137,0.0,-0.3846038418149137,0.38064282542376404,0.0015263817197207485,0.30156974789388774,0.8607698607698607,0.6924004825090471,0.7902055884511225,0.9164479154394163,True,-0.0,44,0.16141562501434237,946,NegGrad,5e-05,0.0
s5_retention_expiry,Simulated Retention Expiry,NegGrad,5e-05,0.0,3,0.38863441580731417,0.0,-0.38863441580731417,0.3819489377678348,0.002832494063791491,0.3021768116898918,0.8617253617253617,0.6973409023005677,0.7945482502682593,0.9163528744499829,True,-0.0,66,0.24021716706920415,946,NegGrad,5e-05,0.0
s5_retention_expiry,Simulated Retention Expiry,NegGrad,0.0001,0.0,1,0.3842945229665659,0.0,-0.3842945229665659,0.38024668826945895,0.0011302445654156612,0.30134955548114084,0.8600873600873601,0.6894880339291124,0.7878019265939633,0.9164719187910826,True,-0.0,22,0.07981266698334366,946,NegGrad,0.0001,0.0
s5_retention_expiry,Simulated Retention Expiry,NegGrad,0.0001,0.0,2,0.38776233912368063,0.0,-0.38776233912368063,0.3832589003798571,0.00414245667581381,0.30281991227025257,0.8614523614523615,0.6999704404374816,0.7976924334372728,0.9162629514459795,True,-0.0,44,0.15634749992750585,946,NegGrad,0.0001,0.0
s5_retention_expiry,Simulated Retention Expiry,NegGrad,0.0001,0.0,3,0.3909920064220497,0.0,-0.3909920064220497,0.3892558669446298,0.010139423240586531,0.3063561590990993,0.85995085995086,0.7063537492844877,0.8064808844779588,0.9159378058316169,True,-0.0,66,0.23419558291789144,946,NegGrad,0.0001,0.0
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,1e-05,0.1,1,0.38571869788046065,0.2918667926037002,-0.3565320190299059,0.37921303213976704,9.658843572374343e-05,0.30106311365290805,0.8609063609063609,0.6882838788620373,0.7857986447369862,0.9165629165720266,True,-0.0,22,0.1331033749738708,946,NegGrad+,1e-05,0.1
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,1e-05,0.1,2,0.3827716641321498,0.29352238270568337,-0.3534194274256031,0.37936625876593183,0.0002498150618885364,0.30110486609637005,0.8615888615888616,0.6902871105681124,0.7872247713770318,0.9165536018385441,True,-0.0,44,0.2537449999945238,946,NegGrad+,1e-05,0.1
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,1e-05,0.1,3,0.3845704255300435,0.28808476091925334,-0.35576194943118117,0.37948565202946094,0.00036920832541764703,0.30113245495967517,0.8614523614523615,0.6902654867256637,0.7873305601358682,0.916538350241963,True,-0.0,66,0.37190224998630583,946,NegGrad+,1e-05,0.1
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,1e-05,0.5,1,0.3836089505558048,0.28976513796228326,-0.23872638225768866,0.3791820706377738,6.562693373052264e-05,0.3010512092726627,0.8610428610428611,0.6884944920440637,0.7858883630215726,0.9165663968021189,True,-0.0,22,0.12484012497588992,946,NegGrad+,1e-05,0.5
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,1e-05,0.5,2,0.38369316554752547,0.29017663965720414,-0.23860484537741064,0.379287378758112,0.00017093505406873266,0.30107406965540046,0.8610428610428611,0.6886850152905198,0.7860838700649954,0.9165638378094041,True,-0.0,44,0.24519212497398257,946,NegGrad+,1e-05,0.5
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,1e-05,0.5,3,0.38713747796568365,0.288624305557543,-0.24282532531231135,0.3793757654719835,0.00025932176794019046,0.3010876976317667,0.8611793611793612,0.6890859064506267,0.7863690953930045,0.9165550348744645,True,-0.0,66,0.3674587920540944,946,NegGrad+,1e-05,0.5
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,5e-05,0.1,1,0.3875739350954976,0.2888842904578391,-0.35868550473382244,0.37960169783317305,0.00048525412912975296,0.30115800635462536,0.8613158613158614,0.6902439024390243,0.7874363488947045,0.9165113272788931,True,-0.0,22,0.11908320803195238,946,NegGrad+,5e-05,0.1
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,5e-05,0.1,2,0.3855114841578577,0.2906033914272766,-0.356451141247284,0.38043463770683683,0.001318194002793538,0.3014282305124123,0.8604968604968605,0.690865093768905,0.7888531096214134,0.9164548247197468,True,-0.0,44,0.24344291596207768,946,NegGrad+,5e-05,0.1
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,5e-05,0.1,3,0.3865978719885048,0.29131558218382253,-0.35746631391793354,0.381419582407498,0.0023031387034547213,0.30178230843874654,0.8617253617253617,0.6955214908325819,0.792593179834032,0.9163827634848936,True,-0.0,66,0.3806267490144819,946,NegGrad+,5e-05,0.1
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,5e-05,0.5,1,0.3832034263316285,0.28970371459143013,-0.2383515686944007,0.3794312089761667,0.00031476527212342953,0.3010928410179394,0.8607698607698607,0.6876913655848133,0.7853179123655543,0.9165380431628372,True,-0.0,22,0.12282683292869478,946,NegGrad+,5e-05,0.5
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,5e-05,0.5,2,0.38681552084621407,0.29126832945707554,-0.24118135509313807,0.3801040977052844,0.0009876540012411228,0.3012711395258595,0.8603603603603603,0.6897179253867152,0.7877858561197133,0.9165062092934632,True,-0.0,44,0.24241666600573808,946,NegGrad+,5e-05,0.5
s5_retention_expiry,Simulated Retention Expiry,NegGrad+,5e-05,0.5,3,0.3862823489423084,0.2902774818314968,-0.24114360666050907,0.38067394346665784,0.0015574997626145448,0.30138851263273814,0.85995085995086,0.6890909090909091,0.7875167012659541,0.9164634229352691,True,-0.0,66,0.36248520796652883,946,NegGrad+,5e-05,0.5
