scenario,seed,false_positive_rate,true_positive_rate,threshold
s1_random_1_percent,42,0.011481880157875853,0.30690245293782087,0.7802897691726685
s1_random_1_percent,42,0.011840688912809472,0.30690245293782087,0.7798618078231812
s1_random_1_percent,42,0.011840688912809472,0.3074729035938391,0.7797289490699768
s1_random_1_percent,42,0.012020093290276283,0.3074729035938391,0.7789655327796936
s1_random_1_percent,42,0.012020093290276283,0.30861380490587564,0.7772137522697449
s1_random_1_percent,42,0.012199497667743094,0.30861380490587564,0.7765061259269714
s1_random_1_percent,42,0.012199497667743094,0.3091842555618939,0.7754660844802856
s1_random_1_percent,42,0.012378902045209902,0.3091842555618939,0.7753379344940186
s1_random_1_percent,42,0.012378902045209902,0.3097547062179121,0.7753136157989502
s1_random_1_percent,42,0.013096519555077143,0.3097547062179121,0.7732658982276917
s1_random_1_percent,42,0.013096519555077143,0.31717056474614946,0.7693494558334351
s1_random_1_percent,42,0.013275923932543954,0.31717056474614946,0.7693406939506531
s1_random_1_percent,42,0.013275923932543954,0.31831146605818594,0.7685267925262451
s1_random_1_percent,42,0.013455328310010764,0.31888191671420424,0.7683892250061035
s1_random_1_percent,42,0.013634732687477575,0.31888191671420424,0.76832115650177
s1_random_1_percent,42,0.013634732687477575,0.32116371933827725,0.7669761180877686
s1_random_1_percent,42,0.013634732687477575,0.32230462065031373,0.7669227123260498
s1_random_1_percent,42,0.013634732687477575,0.32857957786651454,0.7619221210479736
s1_random_1_percent,42,0.013814137064944384,0.32857957786651454,0.7614707946777344
s1_random_1_percent,42,0.013814137064944384,0.3302909298345693,0.7612327933311462
s1_random_1_percent,42,0.013814137064944384,0.3314318311466058,0.7611082792282104
s1_random_1_percent,42,0.013814137064944384,0.33485453508271534,0.7590697407722473
s1_random_1_percent,42,0.013993541442411194,0.33485453508271534,0.758495032787323
s1_random_1_percent,42,0.013993541442411194,0.3354249857387336,0.7582622170448303
s1_random_1_percent,42,0.014352350197344816,0.3354249857387336,0.757759690284729
s1_random_1_percent,42,0.014352350197344816,0.3382772390188249,0.756454348564148
s1_random_1_percent,42,0.014531754574811625,0.3382772390188249,0.7563262581825256
s1_random_1_percent,42,0.014531754574811625,0.33884768967484313,0.7561585307121277
s1_random_1_percent,42,0.014711158952278435,0.33884768967484313,0.7554752230644226
s1_random_1_percent,42,0.014711158952278435,0.3399885909868796,0.7547966837882996
s1_random_1_percent,42,0.015069967707212056,0.3399885909868796,0.7535656690597534
s1_random_1_percent,42,0.015069967707212056,0.34112949229891615,0.7530936002731323
s1_random_1_percent,42,0.015428776462145676,0.34112949229891615,0.7526679635047913
s1_random_1_percent,42,0.015428776462145676,0.34227039361095263,0.7517320513725281
s1_random_1_percent,42,0.015787585217079295,0.34227039361095263,0.7504323720932007
s1_random_1_percent,42,0.015787585217079295,0.3439817455790074,0.7487304210662842
s1_random_1_percent,42,0.016505202726946538,0.3439817455790074,0.7463902235031128
s1_random_1_percent,42,0.016505202726946538,0.3456930975470622,0.7451797723770142
s1_random_1_percent,42,0.016684607104413347,0.3456930975470622,0.7443639039993286
s1_random_1_percent,42,0.016684607104413347,0.3468339988590987,0.743374228477478
s1_random_1_percent,42,0.01686401148188016,0.3468339988590987,0.7424601912498474
s1_random_1_percent,42,0.01686401148188016,0.3525385054192812,0.7373074889183044
s1_random_1_percent,42,0.017043415859346968,0.3525385054192812,0.7371384501457214
s1_random_1_percent,42,0.017043415859346968,0.3553907586993725,0.7359987497329712
s1_random_1_percent,42,0.017222820236813777,0.3553907586993725,0.7359321117401123
s1_random_1_percent,42,0.017222820236813777,0.3559612093553908,0.7357021570205688
s1_random_1_percent,42,0.01740222461428059,0.3559612093553908,0.7356866002082825
s1_random_1_percent,42,0.01740222461428059,0.36337706788362806,0.7293171882629395
s1_random_1_percent,42,0.017581628991747398,0.36337706788362806,0.7285619974136353
s1_random_1_percent,42,0.017581628991747398,0.3645179691956646,0.7281894087791443
s1_random_1_percent,42,0.01776103336921421,0.3645179691956646,0.728105902671814
s1_random_1_percent,42,0.01776103336921421,0.36508841985168283,0.7279654741287231
s1_random_1_percent,42,0.01794043774668102,0.36508841985168283,0.7279055118560791
s1_random_1_percent,42,0.01794043774668102,0.3662293211637193,0.7277352809906006
s1_random_1_percent,42,0.018119842124147828,0.3662293211637193,0.7275000810623169
s1_random_1_percent,42,0.018119842124147828,0.3667997718197376,0.7274940609931946
s1_random_1_percent,42,0.01847865087908145,0.3667997718197376,0.7270764708518982
s1_random_1_percent,42,0.01847865087908145,0.36737022247575585,0.7266021370887756
s1_random_1_percent,42,0.018658055256548258,0.36737022247575585,0.7261633276939392
s1_random_1_percent,42,0.018658055256548258,0.3685111237877924,0.7254913449287415
s1_random_1_percent,42,0.01883745963401507,0.3685111237877924,0.725067675113678
s1_random_1_percent,42,0.01883745963401507,0.36965202509982886,0.724165141582489
s1_random_1_percent,42,0.01919626838894869,0.36965202509982886,0.7238935828208923
s1_random_1_percent,42,0.01919626838894869,0.3702224757558471,0.7236760258674622
s1_random_1_percent,42,0.0193756727664155,0.3702224757558471,0.7230499386787415
s1_random_1_percent,42,0.0193756727664155,0.3719338277239019,0.7219157814979553
s1_random_1_percent,42,0.01955507714388231,0.3719338277239019,0.7216746211051941
s1_random_1_percent,42,0.01955507714388231,0.3725042783799201,0.7212996482849121
s1_random_1_percent,42,0.01991388589881593,0.3725042783799201,0.7211458086967468
s1_random_1_percent,42,0.01991388589881593,0.37592698231602967,0.7199698686599731
s1_random_1_percent,42,0.020093290276282743,0.37592698231602967,0.7194598913192749
s1_random_1_percent,42,0.020093290276282743,0.3764974329720479,0.7192614674568176
s1_random_1_percent,42,0.020272694653749552,0.3764974329720479,0.719196081161499
s1_random_1_percent,42,0.020272694653749552,0.3793496862521392,0.7182812094688416
s1_random_1_percent,42,0.02099031216361679,0.3793496862521392,0.7167884111404419
s1_random_1_percent,42,0.02099031216361679,0.3804905875641757,0.7166485786437988
s1_random_1_percent,42,0.021169716541083603,0.3804905875641757,0.716264009475708
s1_random_1_percent,42,0.021169716541083603,0.3822019395322305,0.7144179940223694
s1_random_1_percent,42,0.021349120918550412,0.3822019395322305,0.7143459916114807
s1_random_1_percent,42,0.021349120918550412,0.3827723901882487,0.7142513394355774
s1_random_1_percent,42,0.021528525296017224,0.3827723901882487,0.7140775918960571
s1_random_1_percent,42,0.021528525296017224,0.38619509412435826,0.7129406332969666
s1_random_1_percent,42,0.022066738428417654,0.38619509412435826,0.7124730944633484
s1_random_1_percent,42,0.022066738428417654,0.3884768967484313,0.7104971408843994
s1_random_1_percent,42,0.022246142805884463,0.3884768967484313,0.7095733880996704
s1_random_1_percent,42,0.022246142805884463,0.390188248716486,0.7094529271125793
s1_random_1_percent,42,0.022246142805884463,0.3907586993725043,0.7093920707702637
s1_random_1_percent,42,0.022425547183351272,0.3907586993725043,0.7093502283096313
s1_random_1_percent,42,0.022425547183351272,0.39361095265259555,0.7085166573524475
s1_random_1_percent,42,0.022604951560818085,0.39361095265259555,0.7078456282615662
s1_random_1_percent,42,0.022604951560818085,0.3941814033086138,0.7076721787452698
s1_random_1_percent,42,0.022784355938284893,0.3941814033086138,0.7075172662734985
s1_random_1_percent,42,0.022784355938284893,0.3987450085567598,0.7059134244918823
s1_random_1_percent,42,0.023143164693218515,0.3987450085567598,0.7055664658546448
s1_random_1_percent,42,0.023143164693218515,0.40216771249286937,0.7042421102523804
s1_random_1_percent,42,0.023322569070685324,0.40216771249286937,0.7037180662155151
s1_random_1_percent,42,0.023322569070685324,0.4044495151169424,0.7033030986785889
s1_random_1_percent,42,0.023501973448152136,0.4044495151169424,0.7032641768455505
s1_random_1_percent,42,0.023501973448152136,0.40616086708499716,0.7028042078018188
s1_random_1_percent,42,0.023681377825618945,0.40616086708499716,0.7024403810501099
s1_random_1_percent,42,0.023681377825618945,0.41015402167712495,0.6999892592430115
s1_random_1_percent,42,0.023860782203085754,0.41015402167712495,0.6994764804840088
s1_random_1_percent,42,0.023860782203085754,0.41243582430119796,0.6986865401268005
s1_random_1_percent,42,0.024040186580552566,0.41243582430119796,0.6982970237731934
s1_random_1_percent,42,0.024040186580552566,0.414717626925271,0.6971564888954163
s1_random_1_percent,42,0.024219590958019375,0.4152880775812892,0.6970393657684326
s1_random_1_percent,42,0.024219590958019375,0.41871078151739877,0.6951189637184143
s1_random_1_percent,42,0.024398995335486187,0.41871078151739877,0.695068359375
s1_random_1_percent,42,0.024398995335486187,0.4204221334854535,0.6942244172096252
s1_random_1_percent,42,0.024578399712952996,0.4204221334854535,0.6939824223518372
s1_random_1_percent,42,0.024578399712952996,0.42156303479749,0.6932140588760376
s1_random_1_percent,42,0.024937208467886617,0.42156303479749,0.6931225061416626
s1_random_1_percent,42,0.024937208467886617,0.4232743867655448,0.6922459006309509
s1_random_1_percent,42,0.02529601722282024,0.4232743867655448,0.6920078992843628
s1_random_1_percent,42,0.02529601722282024,0.42384483742156304,0.6918084621429443
s1_random_1_percent,42,0.02529601722282024,0.4249857387335995,0.6917514801025391
s1_random_1_percent,42,0.02529601722282024,0.4255561893896178,0.6912200450897217
s1_random_1_percent,42,0.02529601722282024,0.4266970907016543,0.6911873817443848
s1_random_1_percent,42,0.02529601722282024,0.4278379920136908,0.6903843879699707
s1_random_1_percent,42,0.025475421600287047,0.4278379920136908,0.6893543601036072
s1_random_1_percent,42,0.025475421600287047,0.42840844266970907,0.6893478631973267
s1_random_1_percent,42,0.02583423035522067,0.42840844266970907,0.6881558895111084
s1_random_1_percent,42,0.02583423035522067,0.4289788933257273,0.6878905892372131
s1_random_1_percent,42,0.026013634732687477,0.4289788933257273,0.6869663596153259
s1_random_1_percent,42,0.026013634732687477,0.43240159726183686,0.6858232617378235
s1_random_1_percent,42,0.026013634732687477,0.43354249857387334,0.6857477426528931
s1_random_1_percent,42,0.026013634732687477,0.4381061038220194,0.6828641295433044
s1_random_1_percent,42,0.0263724434876211,0.4381061038220194,0.6818085312843323
s1_random_1_percent,42,0.026551847865087908,0.4392470051340559,0.6813399195671082
s1_random_1_percent,42,0.026551847865087908,0.43981745579007414,0.6811644434928894
s1_random_1_percent,42,0.02673125224255472,0.43981745579007414,0.6808527708053589
s1_random_1_percent,42,0.02673125224255472,0.44038790644609244,0.6799103021621704
s1_random_1_percent,42,0.027090060997488338,0.44038790644609244,0.6790761947631836
s1_random_1_percent,42,0.027090060997488338,0.44266970907016545,0.677834689617157
s1_random_1_percent,42,0.02726946537495515,0.4432401597261837,0.6775248050689697
s1_random_1_percent,42,0.02726946537495515,0.44381061038220193,0.6774448156356812
s1_random_1_percent,42,0.02726946537495515,0.44495151169423847,0.6774423718452454
s1_random_1_percent,42,0.02726946537495515,0.4466628636622932,0.6767089366912842
s1_random_1_percent,42,0.02744886975242196,0.4466628636622932,0.6762654185295105
s1_random_1_percent,42,0.02744886975242196,0.4472333143183115,0.6762080192565918
s1_random_1_percent,42,0.027628274129888768,0.4472333143183115,0.6760711669921875
s1_random_1_percent,42,0.027628274129888768,0.4478037649743297,0.6758031249046326
s1_random_1_percent,42,0.02780767850735558,0.4478037649743297,0.6756769418716431
s1_random_1_percent,42,0.02780767850735558,0.45008556759840274,0.6745298504829407
s1_random_1_percent,42,0.02798708288482239,0.45008556759840274,0.6741007566452026
s1_random_1_percent,42,0.02798708288482239,0.4517969195664575,0.6736403107643127
s1_random_1_percent,42,0.0281664872622892,0.4517969195664575,0.6730130910873413
s1_random_1_percent,42,0.0281664872622892,0.45464917284654877,0.6718530654907227
s1_random_1_percent,42,0.02834589163975601,0.45464917284654877,0.6717042326927185
s1_random_1_percent,42,0.02834589163975601,0.455219623502567,0.6716778874397278
s1_random_1_percent,42,0.02870470039468963,0.455219623502567,0.6716313362121582
s1_random_1_percent,42,0.02870470039468963,0.4557900741585853,0.6714242696762085
s1_random_1_percent,42,0.02906350914962325,0.4557900741585853,0.6708390712738037
s1_random_1_percent,42,0.02906350914962325,0.45636052481460354,0.6703830361366272
s1_random_1_percent,42,0.02924291352709006,0.45636052481460354,0.6687816977500916
s1_random_1_percent,42,0.02924291352709006,0.4580718767826583,0.6684636473655701
s1_random_1_percent,42,0.02942231790455687,0.4580718767826583,0.6673215627670288
s1_random_1_percent,42,0.02942231790455687,0.4592127780946948,0.665959894657135
s1_random_1_percent,42,0.0299605310369573,0.4592127780946948,0.6652833223342896
s1_random_1_percent,42,0.0299605310369573,0.4597832287507131,0.6652123928070068
s1_random_1_percent,42,0.030139935414424113,0.4597832287507131,0.6650410294532776
s1_random_1_percent,42,0.030139935414424113,0.46092413006274957,0.6638608574867249
s1_random_1_percent,42,0.03031933979189092,0.46092413006274957,0.6638041138648987
s1_random_1_percent,42,0.03031933979189092,0.4620650313747861,0.6626628041267395
s1_random_1_percent,42,0.030678148546824543,0.4620650313747861,0.6626339554786682
s1_random_1_percent,42,0.030678148546824543,0.4671990872789504,0.6576181650161743
s1_random_1_percent,42,0.03085755292429135,0.4671990872789504,0.6574566960334778
s1_random_1_percent,42,0.03085755292429135,0.46833998859098686,0.6570447683334351
s1_random_1_percent,42,0.031036957301758164,0.46833998859098686,0.6568137407302856
s1_random_1_percent,42,0.031036957301758164,0.4694808899030234,0.6560555100440979
s1_random_1_percent,42,0.031216361679224973,0.4694808899030234,0.6558114886283875
s1_random_1_percent,42,0.031216361679224973,0.47005134055904163,0.654622495174408
s1_random_1_percent,42,0.03157517043415859,0.47005134055904163,0.6542487740516663
s1_random_1_percent,42,0.03157517043415859,0.47119224187107817,0.6540988087654114
s1_random_1_percent,42,0.031754574811625406,0.47119224187107817,0.6532515287399292
s1_random_1_percent,42,0.031754574811625406,0.4740444951511694,0.652088463306427
s1_random_1_percent,42,0.031933979189092215,0.4740444951511694,0.6520645618438721
s1_random_1_percent,42,0.031933979189092215,0.47461494580718766,0.6520459651947021
s1_random_1_percent,42,0.032113383566559024,0.47461494580718766,0.6516566872596741
s1_random_1_percent,42,0.032113383566559024,0.4780376497432972,0.6497672200202942
s1_random_1_percent,42,0.03229278794402583,0.4780376497432972,0.6496639847755432
s1_random_1_percent,42,0.03229278794402583,0.479749001711352,0.6486915946006775
s1_random_1_percent,42,0.03247219232149264,0.479749001711352,0.6484421491622925
s1_random_1_percent,42,0.03247219232149264,0.4803194523673702,0.6482965350151062
s1_random_1_percent,42,0.03265159669895946,0.48088990302338847,0.6481583714485168
s1_random_1_percent,42,0.03265159669895946,0.4814603536794067,0.6475996375083923
s1_random_1_percent,42,0.033189809831359884,0.4814603536794067,0.6466584205627441
s1_random_1_percent,42,0.033189809831359884,0.482030804335425,0.646424412727356
s1_random_1_percent,42,0.0335486185862935,0.482030804335425,0.6459065675735474
s1_random_1_percent,42,0.0335486185862935,0.4837421563034798,0.6439991593360901
s1_random_1_percent,42,0.034086831718693936,0.4837421563034798,0.6427009105682373
s1_random_1_percent,42,0.034086831718693936,0.48488305761551626,0.6426727771759033
s1_random_1_percent,42,0.03444564047362755,0.48488305761551626,0.6424067616462708
s1_random_1_percent,42,0.03444564047362755,0.48659440958357103,0.641629695892334
s1_random_1_percent,42,0.03462504485109437,0.48659440958357103,0.6402708888053894
s1_random_1_percent,42,0.03462504485109437,0.4900171135196805,0.6375128030776978
s1_random_1_percent,42,0.035342662360961605,0.4900171135196805,0.6360131502151489
s1_random_1_percent,42,0.035342662360961605,0.4905875641756988,0.6358668208122253
s1_random_1_percent,42,0.03552206673842842,0.4905875641756988,0.6357959508895874
s1_random_1_percent,42,0.03552206673842842,0.4917284654877353,0.6354079842567444
s1_random_1_percent,42,0.03570147111589523,0.4917284654877353,0.6353943347930908
s1_random_1_percent,42,0.03588087549336204,0.49229891614375354,0.635355532169342
s1_random_1_percent,42,0.03588087549336204,0.4945807187678266,0.6336380243301392
s1_random_1_percent,42,0.03606027987082885,0.4945807187678266,0.633182942867279
s1_random_1_percent,42,0.03606027987082885,0.49515116942384485,0.632644772529602
s1_random_1_percent,42,0.036239684248295656,0.49515116942384485,0.6312596201896667
s1_random_1_percent,42,0.03641908862576247,0.4968625213918996,0.631184458732605
s1_random_1_percent,42,0.03659849300322928,0.4968625213918996,0.6311014294624329
s1_random_1_percent,42,0.03659849300322928,0.4997147746719909,0.6290860176086426
s1_random_1_percent,42,0.03677789738069609,0.4997147746719909,0.6286001205444336
s1_random_1_percent,42,0.03677789738069609,0.5008556759840274,0.6274688839912415
s1_random_1_percent,42,0.0369573017581629,0.5008556759840274,0.6271699070930481
s1_random_1_percent,42,0.0369573017581629,0.5025670279520822,0.6249426007270813
s1_random_1_percent,42,0.03713670613562971,0.5025670279520822,0.6247593760490417
s1_random_1_percent,42,0.03713670613562971,0.5037079292641187,0.6234429478645325
s1_random_1_percent,42,0.037316110513096516,0.5037079292641187,0.6225215792655945
s1_random_1_percent,42,0.037316110513096516,0.5042783799201369,0.6222312450408936
s1_random_1_percent,42,0.037316110513096516,0.5054192812321734,0.6210410594940186
s1_random_1_percent,42,0.03803372802296376,0.5054192812321734,0.6192415952682495
s1_random_1_percent,42,0.03803372802296376,0.50656018254421,0.618229866027832
s1_random_1_percent,42,0.03821313240043057,0.50656018254421,0.6181996464729309
s1_random_1_percent,42,0.03821313240043057,0.5077010838562465,0.618065357208252
s1_random_1_percent,42,0.03839253677789738,0.5077010838562465,0.6177946329116821
s1_random_1_percent,42,0.03839253677789738,0.5105533371363377,0.6157617568969727
s1_random_1_percent,42,0.038751345532831,0.5105533371363377,0.6154812574386597
s1_random_1_percent,42,0.038751345532831,0.5116942384483743,0.6152920126914978
s1_random_1_percent,42,0.03911015428776462,0.5116942384483743,0.6146751046180725
s1_random_1_percent,42,0.03911015428776462,0.5128351397604107,0.6138259172439575
s1_random_1_percent,42,0.039289558665231435,0.5128351397604107,0.6122658848762512
s1_random_1_percent,42,0.039289558665231435,0.5139760410724472,0.61116623878479
s1_random_1_percent,42,0.039468963042698244,0.5139760410724472,0.611010730266571
s1_random_1_percent,42,0.039468963042698244,0.5168282943525385,0.609752893447876
s1_random_1_percent,42,0.03964836742016505,0.5168282943525385,0.6092687845230103
s1_random_1_percent,42,0.03982777179763186,0.5173987450085568,0.609245777130127
s1_random_1_percent,42,0.04000717617509867,0.5173987450085568,0.6092024445533752
s1_random_1_percent,42,0.04000717617509867,0.517969195664575,0.6091623902320862
s1_random_1_percent,42,0.040186580552565486,0.517969195664575,0.6090434789657593
s1_random_1_percent,42,0.040186580552565486,0.5185396463205932,0.6088958382606506
s1_random_1_percent,42,0.04072479368496591,0.5185396463205932,0.6082451343536377
s1_random_1_percent,42,0.04072479368496591,0.5191100969766115,0.6077399849891663
s1_random_1_percent,42,0.04090419806243272,0.5191100969766115,0.6076896786689758
s1_random_1_percent,42,0.04090419806243272,0.5236737022247575,0.6038227677345276
