display_name,scenario,epoch,train_loss,val_loss,best_epoch,best_val_loss,early_stopping_triggered
Random 1%,s1_random_1_percent,1,0.4254944800228179,0.31829716228182575,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,2,0.32364931229784716,0.3082963371094608,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,3,0.3160932048814922,0.30508522208095606,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,4,0.31383266966876583,0.3038520324581671,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,5,0.312011558184452,0.3025598790829149,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,6,0.31058215325192573,0.30287815681286206,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,7,0.30889234689591,0.3021285371753709,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,8,0.30658094503803685,0.30174198237364974,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,9,0.3069112281466557,0.3009147726705157,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,10,0.3051658812869045,0.3010586407823768,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,11,0.3064038113913487,0.30094807867368584,9,0.3009147726705157,True
Random 1%,s1_random_1_percent,12,0.303595336519126,0.302319780468062,9,0.3009147726705157,True
Random 5%,s2_random_5_percent,1,0.4308218795384092,0.3191806387126755,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,2,0.3249120671173622,0.3081729293292642,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,3,0.31775286235832817,0.3053123942334047,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,4,0.3133981020873403,0.30406121710692147,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,5,0.31207787755674915,0.3038474630046796,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,6,0.3097494041391194,0.3035663600473042,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,7,0.30920190720135354,0.3029598182272202,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,8,0.30889176004038654,0.3022639824902787,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,9,0.30773998930536467,0.3021363099839171,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,10,0.3064785085875413,0.3017031970227185,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,11,0.30585730786394016,0.30148644346277015,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,12,0.30444922776057803,0.30117423189262404,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,13,0.30360040553097656,0.30208288827555574,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,14,0.3034864822191558,0.3012208235644591,12,0.30117423189262404,True
Random 5%,s2_random_5_percent,15,0.30352157297099164,0.30109927794531727,12,0.30117423189262404,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,1,0.4286793681120543,0.31952193276074425,8,0.30176442033307915,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,2,0.3248273267966405,0.31044248652822687,8,0.30176442033307915,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,3,0.3176012080864344,0.306868364739021,8,0.30176442033307915,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,4,0.31487674122298287,0.3040987316568855,8,0.30176442033307915,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,5,0.3126892938786628,0.3034698379160178,8,0.30176442033307915,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,6,0.31031769236432727,0.30284847814204297,8,0.30176442033307915,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,7,0.3087030129683124,0.3027218256838296,8,0.30176442033307915,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,8,0.30733352180611984,0.30176442033307915,8,0.30176442033307915,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,9,0.3061351259629565,0.3022431815594817,8,0.30176442033307915,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,10,0.30572584432132915,0.302073087900218,8,0.30176442033307915,True
Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal,11,0.30487846755272596,0.30215506991531693,8,0.30176442033307915,True
Random 10%,s4_random_10_percent,1,0.43223594350786926,0.31905682301573374,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,2,0.32600310926008114,0.30938702411675045,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,3,0.31807608395514647,0.3066975490955131,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,4,0.3139957553531816,0.3049572098460186,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,5,0.3132564630007101,0.3035133991806422,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,6,0.3099174008649938,0.30261028664801376,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,7,0.30693868908124344,0.30246842827687587,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,8,0.30762907118234767,0.3023623737389359,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,9,0.30609248962772717,0.3042391418613373,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,10,0.3060387829913696,0.30138610844041946,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,11,0.3047081831642897,0.3023874411614189,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,12,0.3046194863059825,0.3016234762659497,10,0.30138610844041946,True
Random 10%,s4_random_10_percent,13,0.3033724319655902,0.30206355434638243,10,0.30138610844041946,True
Simulated Retention Expiry,s5_retention_expiry,1,0.4283850824536185,0.32399355851005995,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,2,0.309794921605608,0.3107765411910808,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,3,0.3019911881352351,0.3069938551832866,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,4,0.2978896132767109,0.3049718708882005,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,5,0.2954440388649831,0.30471387309452697,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,6,0.2934209327233653,0.30495927551389557,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,7,0.2925408991287345,0.30384542597567094,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,8,0.29094971356117183,0.30389869739506176,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,9,0.28912134285598945,0.30464050927970565,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,10,0.2890904628593694,0.3037108214068146,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,11,0.28887418046679103,0.3024425094419902,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,12,0.2872717208569574,0.303151009148208,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,13,0.28675186929544727,0.30378987466641344,11,0.3024425094419902,True
Simulated Retention Expiry,s5_retention_expiry,14,0.28618947324128,0.3041065245370477,11,0.3024425094419902,True
