scenario,numeric_profile_distance,maximum_absolute_standardised_shift
s1_recipient_withdrawal,0.30678904667494944,0.17805001354455358
s2_living_donor_withdrawal,1.3266150768798688,1.0849899012754318
s3_hospital_withdrawal,0.08033088149092919,0.04748369932895017
s4_invalid_consent,0.14513397959308644,0.0913294559455912
s5_retention_expiry,0.10064829986145378,0.044267578485705235
