scenario,runtime_mean,runtime_std,epochs_mean,epochs_std
s1_random_1_percent,8.860525860994434,1.2966310395081229,15.0,2.6457513110645907
s2_random_5_percent,8.622917722018125,0.2580271876764365,15.666666666666666,0.5773502691896258
s3_different_random_5_percent,6.068000583676621,0.9192113718867887,11.0,1.7320508075688772
s4_random_10_percent,7.385113819987358,0.8711508877075004,14.0,1.7320508075688772
s5_retention_expiry,7.0129721526561,1.5351523282457344,14.333333333333334,3.511884584284246
