attack,attack_score_column,attack_auroc,attack_balanced_accuracy,threshold,member_count,non_member_count,calibration_method,evaluation_split,random_seed,attack_auc_ci_low,attack_auc_ci_high,attack_auc_bootstrap_samples,tpr_at_fpr_0.001,tpr_at_fpr_0.01,tpr_at_fpr_0.05,display_name,scenario
shadow_logistic,shadow_logistic_score,0.510490145109477,0.5056217028917711,0.5,33847,342,frozen class-balanced shadow logistic attack,full_retraining_s1_random_1_percent_retain_vs_forget,42,0.4792391150736474,0.540606224973571,2000,0.0028362927290454102,0.01784500842024404,0.05344639111294945,Random 1%,s1_random_1_percent
shadow_logistic,shadow_logistic_score,0.5051901678883454,0.5078365009065308,0.5,32480,1709,frozen class-balanced shadow logistic attack,full_retraining_s2_random_5_percent_retain_vs_forget,42,0.49180814941712814,0.5196723863689501,2000,0.004094827586206897,0.01065270935960591,0.052216748768472904,Random 5%,s2_random_5_percent
shadow_logistic,shadow_logistic_score,0.4939685571711641,0.5005891094096221,0.5,32491,1698,frozen class-balanced shadow logistic attack,full_retraining_s3_simulated_data_provider_withdrawal_retain_vs_forget,42,0.4798656395951507,0.5073789867444842,2000,0.001754331968852913,0.011633990951340371,0.050475516296820656,Simulated Data Provider Withdrawal (~5%),s3_simulated_data_provider_withdrawal
shadow_logistic,shadow_logistic_score,0.5096065659195023,0.5016377109583667,0.5,30770,3419,frozen class-balanced shadow logistic attack,full_retraining_s4_random_10_percent_retain_vs_forget,42,0.4992473029198143,0.520315238059108,2000,0.0014624634384140397,0.01420214494637634,0.058856028599285015,Random 10%,s4_random_10_percent
shadow_logistic,shadow_logistic_score,0.5115504032654341,0.5329827501572111,0.5,28604,5585,frozen class-balanced shadow logistic attack,full_retraining_s5_retention_expiry_retain_vs_forget,42,0.502832314338076,0.5200782584696865,2000,0.0005244021815130751,0.009893721157880018,0.03649839183331002,Simulated Retention Expiry,s5_retention_expiry
