display_name,scenario,false_positive_rate,true_positive_rate,threshold
Random 1%,s1_random_1_percent,0.02924291352709006,0.4580718767826583,0.6684636473655701
Random 1%,s1_random_1_percent,0.02942231790455687,0.4580718767826583,0.6673215627670288
Random 1%,s1_random_1_percent,0.02942231790455687,0.4592127780946948,0.665959894657135
Random 1%,s1_random_1_percent,0.0299605310369573,0.4592127780946948,0.6652833223342896
Random 1%,s1_random_1_percent,0.0299605310369573,0.4597832287507131,0.6652123928070068
Random 1%,s1_random_1_percent,0.030139935414424113,0.4597832287507131,0.6650410294532776
Random 1%,s1_random_1_percent,0.030139935414424113,0.46092413006274957,0.6638608574867249
Random 1%,s1_random_1_percent,0.03031933979189092,0.46092413006274957,0.6638041138648987
Random 1%,s1_random_1_percent,0.03031933979189092,0.4620650313747861,0.6626628041267395
Random 1%,s1_random_1_percent,0.030678148546824543,0.4620650313747861,0.6626339554786682
Random 1%,s1_random_1_percent,0.030678148546824543,0.4671990872789504,0.6576181650161743
Random 1%,s1_random_1_percent,0.03085755292429135,0.4671990872789504,0.6574566960334778
Random 1%,s1_random_1_percent,0.03085755292429135,0.46833998859098686,0.6570447683334351
Random 1%,s1_random_1_percent,0.031036957301758164,0.46833998859098686,0.6568137407302856
Random 1%,s1_random_1_percent,0.031036957301758164,0.4694808899030234,0.6560555100440979
Random 1%,s1_random_1_percent,0.031216361679224973,0.4694808899030234,0.6558114886283875
Random 1%,s1_random_1_percent,0.031216361679224973,0.47005134055904163,0.654622495174408
Random 1%,s1_random_1_percent,0.03157517043415859,0.47005134055904163,0.6542487740516663
Random 1%,s1_random_1_percent,0.03157517043415859,0.47119224187107817,0.6540988087654114
Random 1%,s1_random_1_percent,0.031754574811625406,0.47119224187107817,0.6532515287399292
Random 1%,s1_random_1_percent,0.031754574811625406,0.4740444951511694,0.652088463306427
Random 1%,s1_random_1_percent,0.031933979189092215,0.4740444951511694,0.6520645618438721
Random 1%,s1_random_1_percent,0.031933979189092215,0.47461494580718766,0.6520459651947021
Random 1%,s1_random_1_percent,0.032113383566559024,0.47461494580718766,0.6516566872596741
Random 1%,s1_random_1_percent,0.032113383566559024,0.4780376497432972,0.6497672200202942
Random 1%,s1_random_1_percent,0.03229278794402583,0.4780376497432972,0.6496639847755432
Random 1%,s1_random_1_percent,0.03229278794402583,0.479749001711352,0.6486915946006775
Random 1%,s1_random_1_percent,0.03247219232149264,0.479749001711352,0.6484421491622925
Random 1%,s1_random_1_percent,0.03247219232149264,0.4803194523673702,0.6482965350151062
