scenario,baseline_f1_score,f1_score,f1_score_difference
s1_random_5_percent,0.6750846935632892,0.6765340733888375,0.0014493798255483803
s2_random_5_percent,0.6750846935632892,0.6770476487075677,0.0019629551442785775
s3_random_10_percent,0.6750846935632892,0.6724511930585684,-0.002633500504720776
s4_retention_expiry,0.6750846935632892,0.6668769716088329,-0.008207721954456293
s5_combined_gdpr_request,0.6750846935632892,0.6662452591656132,-0.008839434397675983
