scenario,baseline_roc_auc,roc_auc,roc_auc_difference
s1_random_5_percent,0.9096566939119796,0.9095281531828875,-0.0001285407290920748
s2_random_5_percent,0.9096566939119796,0.9101524353862803,0.0004957414743007593
s3_random_10_percent,0.9096566939119796,0.9095825987783309,-7.409513364864395e-05
s4_retention_expiry,0.9096566939119796,0.9088015296346761,-0.0008551642773034773
s5_combined_gdpr_request,0.9096566939119796,0.9091307617409573,-0.0005259321710222586
