epoch,train_bce,retained_validation_bce
1,0.5498047274979855,0.5452058467000142
2,0.5493989601855679,0.5441860277071597
3,0.5492280804605405,0.5439105987400578
4,0.5483943933859893,0.5441910986548273
5,0.5482564671494622,0.5444123017794176
6,0.5480932438181907,0.5456075504712837
7,0.54802338988245,0.5454885378130788
