epoch,train_bce,retained_validation_bce
1,0.550503159468076,0.5430357700077721
2,0.549876163668271,0.5427649346687371
3,0.5500162742568092,0.5426524279708874
4,0.549771122460848,0.5424980627495207
5,0.5495301363378297,0.5427509461977206
6,0.5494224095132482,0.5427170939464522
7,0.5490667310269997,0.5428252625787383
8,0.5487725747459675,0.5427608608248191
