epoch,train_bce,retained_validation_bce
1,0.5513984074884415,0.5430911005518131
2,0.5505790635988204,0.5426887492857388
3,0.5507728851098087,0.5431402499930541
4,0.5504455959265143,0.5432585302326786
5,0.550503971963114,0.5428336873705635
6,0.5498295909426484,0.5425136579542608
7,0.5501884209288418,0.5434251652094289
8,0.5498691388774379,0.5428572396615378
9,0.5498837016043617,0.5429007431067183
10,0.5497860533315085,0.5431761149764796
