mean_predicted_probability,observed_rejection_rate
0.00021029925359016487,0.0
0.0007528570219680357,0.0011111111111111111
0.0016095087838928319,0.005555555555555556
0.002967403829615149,0.0022222222222222222
0.00514689850491575,0.0044444444444444444
0.008525078969800638,0.006666666666666667
0.014125373120316202,0.015555555555555555
0.02393984726940592,0.02666666666666667
0.04541914546241363,0.042222222222222223
0.16981308420499167,0.1711111111111111
