model,threshold,accuracy,precision,recall,f1,specificity,balanced_accuracy,auroc,pr_auc,brier_score,binary_cross_entropy,confusion_matrix
mlp_canonical_seed_42,0.32,0.6757777777777778,0.534996828082047,0.7787011388119421,0.6342441714715468,0.6176317162232655,0.6981664275176038,0.7686339453376476,0.6263736830058634,0.18432127924372863,0.5456427590011868,"[[3552, 2199], [719, 2530]]"
logistic_regression,0.3,0.6688888888888889,0.5273763484632608,0.7974761465066175,0.6348934084783141,0.596244131455399,0.6968601389810083,0.7697629526231176,0.6289665261407165,0.18398661958693652,0.5448169838565387,"[[3429, 2322], [658, 2591]]"
