mean_predicted_probability,observed_callback_rate
0.07025156914566955,0.051111111111111114
0.11744879048731592,0.1111111111111111
0.1656810192598237,0.17888888888888888
0.2268755471540822,0.22666666666666666
0.3005725705954764,0.3188888888888889
0.38133016152514354,0.36666666666666664
0.4670535187588798,0.4622222222222222
0.55178961025344,0.5388888888888889
0.6327762416998546,0.6333333333333333
0.7225190674596362,0.7222222222222222
