scenario,retain_count,num_epochs,batch_size,learning_rate,best_epoch,best_val_loss,early_stopping_triggered,runtime_seconds_finetuned,runtime_seconds_retrained,runtime_difference_seconds,runtime_ratio_finetuned_to_retrained
s1_random_1_percent,33847,10,64,0.0005,2,0.30120043943496533,True,7.865476207924075,6.158162959036417,1.7073132488876581,1.277243921644257
s2_random_5_percent,32480,10,64,0.0005,1,0.3006626895231983,True,6.13723312492948,6.309742750017904,-0.1725096250884235,0.9726598005777757
s3_simulated_data_provider_withdrawal,32491,10,64,0.0005,4,0.30059820636923834,True,10.81638837500941,4.582675707992166,6.233712667017244,2.360277938966023
s4_random_10_percent,30770,10,64,0.0005,3,0.3008114498046588,True,8.601153208990581,5.082447624998167,3.518705583992414,1.69232500629924
s5_retention_expiry,28604,10,64,0.0005,1,0.30078234628286316,True,5.558269084081985,5.083568624977488,0.474700459104497,1.0933793746330314
