model,test_rows,threshold,pr_auc,balanced_accuracy,bce,f1,auroc,accuracy,precision,recall,specificity,brier_score,confusion_matrix
original_sisa,9000,0.32,0.6273063482647163,0.697679700170174,0.5464635985767452,0.6344072645851474,0.7684602230912616,0.6734444444444444,0.5323590814196242,0.7848568790397045,0.6105025213006434,0.1845366354258061,"[[3511, 2240], [699, 2550]]"
