scenario,model,pr_auc_gap_to_full_retraining,balanced_accuracy_gap_to_full_retraining,bce_gap_to_full_retraining,f1_gap_to_full_retraining,auroc_gap_to_full_retraining
s1_actor_withdrawal,gradient_ascent,0.001621031810433271,-0.0009752278105626955,-0.00038993516558494257,0.0006970746341307121,3.4804315996339596e-05
s2_submission_withdrawal,gradient_ascent,0.0008106009187007768,-0.0031174746063045156,-0.0002448623255996152,-0.001459461656190486,5.626818820070323e-05
s3_agency_withdrawal,gradient_ascent,0.00017908076881634205,-0.0008031310995046947,0.00035040270088981806,-0.0006977170312979508,-0.0004966627308654603
s4_project_closure,gradient_ascent,-0.00173149822017582,-0.0017408779563048427,0.000655420112193994,-0.00022933580069683934,-0.000795184354966838
s5_retention_expiry,gradient_ascent,-0.00012968150572900683,-0.0015991817849536627,-5.67920278475853e-05,0.0014947361791086688,-0.0006788366491055076
